content,sentiment
kaseypoteet lol yeah yeah big perv hoping see next week scrapped plans,relief
rejecting food substances,worry
bigyahu trying interview dr paul twomey ceo icann phone issues cut interview mins,worry
queenbmakeup cant add myspace girly asks last name email,sadness
back vienna sooo tired luggage lost manchester great good outcome seminar mbs amp great people around,hate
meghanwong dont think take needle watched horribly gory short film drugs months ago im scarred life,worry
dont wan na go back work sleepy time,sadness
jprestonian feels good,worry
watching biggest loser hallmark never fails make cry nyeh,neutral
zaharh sucks old actually,neutral
thinking getting work,worry
still confuse,neutral
naughty girl tonight dissappointed,worry
rbuerckner thats better missy telling biggest loser,worry
httpbitlyww noooo goes orlando omg im gon na cry,sadness
mycakesrock aaaaaahhhhhhhh soooooooo sweeeeeeet miss age soooo much,surprise
saw fox getting freeway hope goes home,surprise
scratch sleep stage bound,neutral
recapping britains got talent britain seems talented america,surprise
officialtila cnt get goin ur old messages gtgtgtgt helpltltltlt,neutral
good time rocking open mic thanks love n support working business plan presentation cg nite,love
laurelexmachina swimming go,neutral
johnpopham morning john yes however diary clash sadly cant attend,sadness
miss friend,sadness
duciaestherine ohh ic ic haha iyaa summer filled one course lasts whole summer,neutral
yea saw really sad commercial,sadness
hmmm using tinytwitter small nontouch screen really much fun,sadness
plantweb lettuce amp spinach best cool weather live floridanot much luck growing,fun
joshuahpearson,neutral
ikramshahnawaz oh love em think kind preservatives theyre using stay quotjustbakedquot kinda makes sick,love
ccburns unfortunately,neutral
elephantgravy new lens isnt working worked bit gives fee error,worry
hates sleep alone,sadness
emlevins,neutral
needs new phone,empty
back school almost weekend oh wait got ta work eight four tonight,worry
loved johnny carson im going hate seeing jay leno go,sadness
even though everyone wanted newish song teacher agreed old grumpy doesnt like us happy haha,sadness
english essay rampjwtf done long time ago assigned last thursday,worry
tifftiffmarie think much,worry
razitul ya suffering whole day yesterday met dentist feel bit better still look like rocky balboa though,sadness
gqbound didnt end really eating snacks sigh,worry
finallythe internet server phoenix fucked,surprise
ups ketauan cabut nih gimana dong,neutral
harishk kristphr saurabh sorry guys drop trip personal commitments,worry
didnt get callback play cried oh well guess back techie,sadness
uniquemakis awesome wish could fly see,happiness
lunafactor kinda wish went cant fall asleep,sadness
nawid nope het lostampfound,relief
rocky cola diner whittier tonight teacher pal mr b great time chatting one else came,worry
bed still exhausted vegas,neutral
heresmyhello lol true maybe next year loooved siggy dont remember password mod thing cake,love
ummm sooo yehits really hard concentrate rite wen weird lupus feeling goin thro body,worry
charleyboorman httptwitpiccom ouch looks painful,worry
took hour nap work today wont able sleep night bummer,neutral
jetwolf know enjoy watching two twitter entertaining comic miss,fun
loving lil ken absolutely dreading saying goodbye less week,neutral
dakshinamurti yet sorry,sadness
want sit back amp relax little difficult,worry
zhenerak thought best friend,worry
hii thatsï¿½mee woke going school,neutral
fall asleep know feels lol drag hell tonight quite excited,sadness
god cant even catch public transport swine flu shit house,worry
dad said trip uk cancelled due da swine flu ooops sorry abang,worry
asks karma points please httpplurkcompwxnt,neutral
hahaha alright,love
guitarg jackiehussein wake earlier thought dad wants take food noooo,hate
someone take la need see lemon tree,happiness
um dont think text msgs quotsubject linequot fail,sadness
tummy ache,sadness
math quiz meow allergies meow allergies,surprise
wants see friends httpplurkcompwxnwa,love
goddessfleur youre far away dont know,worry
la said quotwipe slate cleanquot jelly,neutral
hiracdelest whos one always working oh yeah still,happiness
seanpercival unless invite comes beta key im going much help,neutral
johnnyexp live,neutral
askegg im sorry andrew wish something could,sadness
finsh work eleven even allowd cauz really dont want lol,sadness
anybody im sooo bored,empty
amandamallard im chasetons either please dont die heart really sad,sadness
interesting show say least recap tomorrow first must sleep work,happiness
omgjoker feels like hot box matter go still feels like hot box ice cream isnt working n e,worry
sad please get better grandma,worry
aannniieee uuuugh hate everything,worry
gosh todays weather horriterrible extreme hotness im losing lot water weight nothing httptweetsg,worry
taking moment reflecti want annonymity backfb safe say anything someone else another friend,worry
pastorpeterko hey peter thanks follow many sydney pastors tweet shame bris pastors twitter behind,surprise
shadaasshole ï¿½ cant im sister house ï¿½net tonite,neutral
damn hi facebook whats wrong cant add photos,neutral
aku kbangun gara mimpi manyolitha bad dream,surprise
followers follow ill love pouts please,neutral
alyssainescruz aww annoying,worry
textdrivebys dont even wii b likes xbox thats use,neutral
cant sleep darn frustrating,sadness
thunderexpress didnt get see tonight,neutral
bff rocking hotel california nkotb songs done stay whats next hmmm careless whisper,fun
stormyamorette one days loneliness creeps slaps face,sadness
rip kelly fucccccck,sadness
rockedbypickler well dont vacations lets go,worry
think im ignoredby best friend jakea hate ignored b know things go,worry
annaviola love way didnt end time go week im sooooo sorry next week sure,love
nd last episode jay leno itll never nite twitter,neutral
feeling good,sadness
ok time nodd gon na long day tomorrow saying goodbye car good,sadness
fakin kishajust luck,neutral
taking nap workno sleep right nap felt soooo good seems like bad idea,worry
going home ive seriously enough,worry
counting minutes dads gfriend leaving,enthusiasm
miss oklahomaaaaa listening citizen cope til pass,sadness
tenseso emotionalso,neutral
leopardqueen seekinspiration fun miss guys lot,enthusiasm
skyduke makes sad,worry
playing game watching straight people hook cant leave another reason,neutral
daveg yeah work today never mind one day sun sun sun,neutral
feels like im going cough lung,worry
funny im kinda sad last day,sadness
heresmyhello dont think either cant remember,neutral
anyone got jbs live chat vid school saw joe hug tackle nick lol,neutral
jenny fell asleep didnt come,sadness
thedailysurvey love,worry
wishes teased movie night,sadness
lost followers night nobody likes,worry
johneast ive missed one year forbidden fruit trees garden munch disappointment one,sadness
want new phone ive seen much cellphone commercials,worry
anime im soo sad edges pages gon na come cries,worry
time really need shut im going sleep head aches badly really cant take,worry
ivanae love knw gna cut stuff tv,sadness
soonseeofpred becuz braggin,neutral
joannaangel im strict diet ugh feel like cheat one day ill throw everything,sadness
oh hubs sick hope dont catch,worry
lawikyn ze franz friended think think im creepy stalker sommat hmph,neutral
taking back horrible shoes mum made get urgggh nasty footwear problem cant find shoes,hate
ran money r sad panda,worry
find today first kiss,neutral
cal dachshund rescue found home foster pup max im soooooo sad see leave,sadness
wow feel like ish really feel bad ignorent aholes wont overturn prop,sadness
work finish pm booooo,sadness
wishes hadnt teased movie night,sadness
ritikakar httpbitlyjxs got ta wiat till next week btwyou mumbai,worry
dont know tired today bye time beddy,neutral
intentando intentarlo,empty
maybe take drinking feel massive hangover still yself today,sadness
really bad head ache gon na go bed might back maybe bye bye,worry
friends travellers tales held farewell party kinda disappointed would still sep fault,worry
night talking victor im bored night grrrr hate shit,hate
going die tomorrow night emilazy,enthusiasm
syafique ooh maggi goreng yums cant eat sore throat cmin,neutral
gon na get try catch zs high school tomorrow really sucks wish didnt grow,hate
curligirl morning hon breakfast cant decide,neutral
